Unnamed: 0,store_id,order_id,product_id,price,profit,delivery_distance,order_start_prepare,planned_prep_time,order_ready,region_id
25,11087,20562401,,59.25,107.44,4334,2024-09-05 14:57:23,25.0,2024-09-05 15:16:31,683
26,11087,20562401,,47.4,107.44,4334,2024-09-05 14:57:23,25.0,2024-09-05 15:16:31,683
27,11087,20562401,,27.65,107.44,4334,2024-09-05 14:57:23,25.0,2024-09-05 15:16:31,683
28,3503,20562395,,39.5,37.525,5031,2024-09-05 14:55:41,25.0,2024-09-05 15:09:11,683
29,3503,20562395,,20.54,37.525,5031,2024-09-05 14:55:41,25.0,2024-09-05 15:09:11,683
30,3503,20562395,,9.48,37.525,5031,2024-09-05 14:55:41,25.0,2024-09-05 15:09:11,683
31,3503,20562395,,5.53,37.525,5031,2024-09-05 14:55:41,25.0,2024-09-05 15:09:11,683
32,3750,20562379,,7.11,124.425,1352,2024-09-05 14:54:29,35.0,2024-09-05 15:22:08,683
33,3750,20562379,,41.87,124.425,1352,2024-09-05 14:54:29,35.0,2024-09-05 15:22:08,683
34,3750,20562379,,,124.425,1352,2024-09-05 14:54:29,35.0,2024-09-05 15:22:08,683
35,3750,20562379,,52.93,124.425,1352,2024-09-05 14:54:29,35.0,2024-09-05 15:22:08,683
36,3750,20562379,,49.77,124.425,1352,2024-09-05 14:54:29,35.0,2024-09-05 15:22:08,683
37,3750,20562379,,54.51,124.425,1352,2024-09-05 14:54:29,35.0,2024-09-05 15:22:08,683
38,10243,20562341,,21.33,30.336,6342,2024-09-05 14:49:37,25.0,2024-09-05 15:16:24,689
39,10243,20562341,,49.77,30.336,6342,2024-09-05 14:49:37,25.0,2024-09-05 15:16:24,689
40,10243,20562341,,80.58,30.336,6342,2024-09-05 14:49:37,25.0,2024-09-05 15:16:24,689
41,5719,20562307,,11.85,39.5,4388,,30.0,2024-09-05 15:03:50,683
42,5719,20562307,,43.45,39.5,4388,,30.0,2024-09-05 15:03:50,683
43,5719,20562307,,55.3,39.5,4388,,30.0,2024-09-05 15:03:50,683
44,5719,20562307,,47.4,39.5,4388,,30.0,2024-09-05 15:03:50,683
45,5719,20562307,,39.5,39.5,4388,,30.0,2024-09-05 15:03:50,683
46,3503,20562293,,20.54,39.895,1942,2024-09-05 14:46:31,25.0,2024-09-05 15:06:14,683
47,3503,20562293,,16.59,39.895,1942,2024-09-05 14:46:31,25.0,2024-09-05 15:06:14,683
48,3503,20562293,,42.66,39.895,1942,2024-09-05 14:46:31,25.0,2024-09-05 15:06:14,683
49,3219,20562283,,24.095,15.01,8491,,40.0,2024-09-05 15:10:50,685
50,3219,20562283,,8.69,15.01,8491,,40.0,2024-09-05 15:10:50,685
51,3219,20562283,,21.725,15.01,8491,,40.0,2024-09-05 15:10:50,685
52,3219,20562283,,11.85,15.01,8491,,40.0,2024-09-05 15:10:50,685
53,3219,20562283,,,15.01,8491,,40.0,2024-09-05 15:10:50,685
54,3239,20562267,,26.07,13.035,3138,2024-09-05 14:50:13,10.0,,683
55,11087,20562253,,19.355,64.385,4858,2024-09-05 14:49:36,25.0,2024-09-05 15:05:40,683
56,11087,20562253,,56.09,64.385,4858,2024-09-05 14:49:36,25.0,2024-09-05 15:05:40,683
57,11087,20562253,,53.325,64.385,4858,2024-09-05 14:49:36,25.0,2024-09-05 15:05:40,683
58,3219,20562241,,9.48,7.505000000000001,5840,2024-09-05 14:41:05,35.0,2024-09-05 15:16:55,685
59,3219,20562241,,5.53,7.505000000000001,5840,2024-09-05 14:41:05,35.0,2024-09-05 15:16:55,685
60,3750,20562233,,51.35,130.824,2979,2024-09-05 14:44:07,30.0,2024-09-05 15:20:04,683
61,3750,20562233,,54.51,130.824,2979,2024-09-05 14:44:07,30.0,2024-09-05 15:20:04,683
62,3750,20562233,,57.67,130.824,2979,2024-09-05 14:44:07,30.0,2024-09-05 15:20:04,683
63,3058,20562227,,62.41,57.275,1030,2024-09-05 14:40:20,20.0,2024-09-05 15:03:19,683
64,3058,20562227,,30.02,57.275,1030,2024-09-05 14:40:20,20.0,2024-09-05 15:03:19,683
65,3058,20562227,,22.12,57.275,1030,2024-09-05 14:40:20,20.0,2024-09-05 15:03:19,683
66,3053,20562223,,23.7,30.02,3390,2024-09-05 14:46:34,40.0,2024-09-05 15:30:17,683
67,3053,20562223,,55.3,30.02,3390,2024-09-05 14:46:34,40.0,2024-09-05 15:30:17,683
68,3053,20562223,,,30.02,3390,2024-09-05 14:46:34,40.0,2024-09-05 15:30:17,683
69,8717,20562221,,6.715,10.112000000000002,1861,2024-09-05 14:40:03,10.0,2024-09-05 14:47:44,683
70,8717,20562221,,5.925,10.112000000000002,1861,2024-09-05 14:40:03,10.0,2024-09-05 14:47:44,683
71,5863,20562209,,35.55,,4653,2024-09-05 14:39:48,15.0,2024-09-05 14:52:59,703
72,5863,20562209,,11.06,,4653,2024-09-05 14:39:48,15.0,2024-09-05 14:52:59,703
73,3058,20562207,,7.11,68.256,2591,2024-09-05 14:39:16,20.0,2024-09-05 15:14:26,683
74,3058,20562207,,78.21,68.256,2591,2024-09-05 14:39:16,20.0,2024-09-05 15:14:26,683
75,10251,20562195,,19.75,46.136,1612,,20.0,2024-09-05 14:49:00,707
76,10251,20562195,,20.54,46.136,1612,,20.0,2024-09-05 14:49:00,707
77,10251,20562195,,17.38,46.136,1612,,20.0,2024-09-05 14:49:00,707
78,3503,20562179,,21.33,10.428,2886,2024-09-05 14:38:56,20.0,2024-09-05 14:51:20,683
79,3503,20562179,,20.54,10.428,2886,2024-09-05 14:38:56,20.0,2024-09-05 14:51:20,683
80,3503,20562179,,10.27,10.428,2886,2024-09-05 14:38:56,20.0,2024-09-05 14:51:20,683
81,5212,20562177,,4.424,,5210,2024-09-05 14:44:52,20.0,2024-09-05 14:58:29,683
82,5212,20562177,,30.81,,5210,2024-09-05 14:44:52,20.0,2024-09-05 14:58:29,683
83,8201,20562169,,29.23,,2570,2024-09-05 14:38:15,25.0,2024-09-05 15:03:55,695
84,8201,20562169,,20.54,,2570,2024-09-05 14:38:15,25.0,2024-09-05 15:03:55,695
85,8201,20562169,,11.692,,2570,2024-09-05 14:38:15,25.0,2024-09-05 15:03:55,695
86,8201,20562169,,34.76,,2570,2024-09-05 14:38:15,25.0,2024-09-05 15:03:55,695
87,8201,20562169,,33.18,,2570,2024-09-05 14:38:15,25.0,2024-09-05 15:03:55,695
88,9551,20562135,,27.65,30.020000000000003,4330,,25.0,2024-09-05 14:54:37,707
89,9551,20562135,,16.59,30.020000000000003,4330,,25.0,2024-09-05 14:54:37,707
90,9551,20562135,,15.8,30.020000000000003,4330,,25.0,2024-09-05 14:54:37,707
91,3766,20562125,,19.75,47.4,4304,,20.0,2024-09-05 14:39:40,683
92,3766,20562125,201991.0,52.14,47.4,4304,,20.0,2024-09-05 14:39:40,683
93,3766,20562125,,22.91,47.4,4304,,20.0,2024-09-05 14:39:40,683
94,5863,20562121,,50.56,48.98,2649,2024-09-05 14:34:11,15.0,2024-09-05 14:46:48,703
95,5863,20562121,,22.91,48.98,2649,2024-09-05 14:34:11,15.0,2024-09-05 14:46:48,703
96,5863,20562121,,24.49,48.98,2649,2024-09-05 14:34:11,15.0,2024-09-05 14:46:48,703
97,8283,20562099,,17.38,9.954,7441,2024-09-05 14:34:50,25.0,,683
98,8283,20562099,,32.39,9.954,7441,2024-09-05 14:34:50,25.0,,683
99,3496,20562097,,31.6,15.8,3472,2024-09-05 14:32:23,30.0,,683
100,3503,20562077,,31.6,15.957999999999998,14120,2024-09-05 14:30:59,20.0,2024-09-05 14:44:22,683
101,3503,20562077,,5.53,15.957999999999998,14120,2024-09-05 14:30:59,20.0,2024-09-05 14:44:22,683
102,3503,20562077,,42.66,15.957999999999998,14120,2024-09-05 14:30:59,20.0,2024-09-05 14:44:22,683
103,3496,20562063,,,,1759,2024-09-05 14:29:43,40.0,2024-09-05 15:16:33,683
104,3496,20562063,,55.3,,1759,2024-09-05 14:29:43,40.0,2024-09-05 15:16:33,683
105,5014,20562059,,4.74,80.26400000000001,3699,2024-09-05 14:29:29,15.0,2024-09-05 14:41:35,683
106,5014,20562059,,5.53,80.26400000000001,3699,2024-09-05 14:29:29,15.0,2024-09-05 14:41:35,683
107,5014,20562059,,16.59,80.26400000000001,3699,2024-09-05 14:29:29,15.0,2024-09-05 14:41:35,683
108,5014,20562059,682117.0,73.47,80.26400000000001,3699,2024-09-05 14:29:29,15.0,2024-09-05 14:41:35,683
109,9319,20562055,,52.14,10.428,4598,2024-09-05 14:29:51,15.0,2024-09-05 14:54:55,683
110,3754,20562039,,20.54,16.432,1300,2024-09-05 14:28:39,30.0,2024-09-05 14:45:30,709
111,8201,20562035,,24.49,,3353,2024-09-05 14:29:04,15.0,2024-09-05 14:42:12,695
112,8201,20562035,,18.96,,3353,2024-09-05 14:29:04,15.0,2024-09-05 14:42:12,695
113,7621,20562031,,45.82,29.230000000000004,2457,2024-09-05 14:28:37,25.0,,683
114,7621,20562031,,41.08,29.230000000000004,2457,2024-09-05 14:28:37,25.0,,683
115,7621,20562031,,59.25,29.230000000000004,2457,2024-09-05 14:28:37,25.0,,683
116,3981,20562023,,11.85,25.043000000000003,4184,,25.0,2024-09-05 14:54:26,695
117,3981,20562023,,22.12,25.043000000000003,4184,,25.0,2024-09-05 14:54:26,695
118,3981,20562023,,29.23,25.043000000000003,4184,,25.0,2024-09-05 14:54:26,695
119,3981,20562023,,,25.043000000000003,4184,,25.0,2024-09-05 14:54:26,695
120,3981,20562023,,26.07,25.043000000000003,4184,,25.0,2024-09-05 14:54:26,695
121,3981,20562023,,7.505,25.043000000000003,4184,,25.0,2024-09-05 14:54:26,695
122,3981,20562023,,6.715,25.043000000000003,4184,,25.0,2024-09-05 14:54:26,695
123,3496,20562017,,71.1,,3126,,30.0,2024-09-05 14:51:45,683
124,3496,20562017,,,,3126,,30.0,2024-09-05 14:51:45,683
125,4294,20562015,,31.6,31.6,5368,2024-09-05 14:27:17,25.0,2024-09-05 14:42:46,707
126,4294,20562015,,31.6,31.6,5368,2024-09-05 14:27:17,25.0,2024-09-05 14:42:46,707
127,8283,20561995,,20.54,56.2875,3623,2024-09-05 14:24:54,35.0,2024-09-05 14:34:21,683
128,8283,20561995,,10.665,56.2875,3623,2024-09-05 14:24:54,35.0,2024-09-05 14:34:21,683
129,8283,20561995,625795.0,43.845,56.2875,3623,2024-09-05 14:24:54,35.0,2024-09-05 14:34:21,683
130,8283,20561995,,,56.2875,3623,2024-09-05 14:24:54,35.0,2024-09-05 14:34:21,683
131,8283,20561995,,32.39,56.2875,3623,2024-09-05 14:24:54,35.0,2024-09-05 14:34:21,683
132,9419,20561979,,26.228,5.2456000000000005,4182,2024-09-05 14:23:55,15.0,2024-09-05 14:28:41,707
133,3496,20561975,,,60.04000000000001,6117,2024-09-05 14:23:37,35.0,2024-09-05 14:47:40,683
134,3496,20561975,,43.45,60.04000000000001,6117,2024-09-05 14:23:37,35.0,2024-09-05 14:47:40,683
135,10197,20561967,,37.525,47.400000000000006,3987,2024-09-05 14:23:19,25.0,2024-09-05 14:54:57,683
136,10197,20561967,,31.6,47.400000000000006,3987,2024-09-05 14:23:19,25.0,2024-09-05 14:54:57,683
137,10197,20561967,,25.675,47.400000000000006,3987,2024-09-05 14:23:19,25.0,2024-09-05 14:54:57,683
138,9319,20561965,,23.7,14.22,1799,2024-09-05 14:24:05,15.0,2024-09-05 14:48:21,683
139,9319,20561965,,,14.22,1799,2024-09-05 14:24:05,15.0,2024-09-05 14:48:21,683
140,3496,20561961,,19.75,94.8,2535,2024-09-05 14:22:40,40.0,2024-09-05 14:56:31,683
141,3496,20561961,,43.45,94.8,2535,2024-09-05 14:22:40,40.0,2024-09-05 14:56:31,683
142,3496,20561961,,,94.8,2535,2024-09-05 14:22:40,40.0,2024-09-05 14:56:31,683
143,7401,20561951,,53.72,389.312,2365,2024-09-05 14:26:22,30.0,2024-09-05 14:55:21,683
144,7401,20561951,,,389.312,2365,2024-09-05 14:26:22,30.0,2024-09-05 14:55:21,683
145,7401,20561951,535197.0,101.91,389.312,2365,2024-09-05 14:26:22,30.0,2024-09-05 14:55:21,683
146,7401,20561951,,74.26,389.312,2365,2024-09-05 14:26:22,30.0,2024-09-05 14:55:21,683
147,7401,20561951,,78.21,389.312,2365,2024-09-05 14:26:22,30.0,2024-09-05 14:55:21,683
148,7401,20561951,,,389.312,2365,2024-09-05 14:26:22,30.0,2024-09-05 14:55:21,683
149,7401,20561951,,,389.312,2365,2024-09-05 14:26:22,30.0,2024-09-05 14:55:21,683
150,8201,20561923,,26.07,16.985,8737,2024-09-05 14:24:43,20.0,2024-09-05 14:41:25,695
151,8201,20561923,,53.72,16.985,8737,2024-09-05 14:24:43,20.0,2024-09-05 14:41:25,695
152,8201,20561923,,5.135,16.985,8737,2024-09-05 14:24:43,20.0,2024-09-05 14:41:25,695
153,8377,20561915,,31.521,74.3864,5189,2024-09-05 14:25:25,20.0,2024-09-05 15:04:00,695
154,8377,20561915,,34.681,74.3864,5189,2024-09-05 14:25:25,20.0,2024-09-05 15:04:00,695
155,8377,20561915,,19.671,74.3864,5189,2024-09-05 14:25:25,20.0,2024-09-05 15:04:00,695
156,8377,20561915,,7.11,74.3864,5189,2024-09-05 14:25:25,20.0,2024-09-05 15:04:00,695
157,3902,20561911,,30.81,,3065,2024-09-05 14:18:51,40.0,2024-09-05 14:55:29,683
158,3902,20561911,,,,3065,2024-09-05 14:18:51,40.0,2024-09-05 14:55:29,683
159,3902,20561911,,4.74,,3065,2024-09-05 14:18:51,40.0,2024-09-05 14:55:29,683
160,3902,20561911,,14.22,,3065,2024-09-05 14:18:51,40.0,2024-09-05 14:55:29,683
161,3902,20561911,,12.64,,3065,2024-09-05 14:18:51,40.0,2024-09-05 14:55:29,683
162,3902,20561911,,41.08,,3065,2024-09-05 14:18:51,40.0,2024-09-05 14:55:29,683
163,10243,20561909,,30.81,14.378,2470,,20.0,2024-09-05 14:32:43,689
164,10243,20561909,,21.33,14.378,2470,,20.0,2024-09-05 14:32:43,689
165,10243,20561909,,19.75,14.378,2470,,20.0,2024-09-05 14:32:43,689
166,3766,20561901,,20.145,13.904000000000003,4066,2024-09-05 14:21:24,20.0,2024-09-05 14:25:04,683
167,3766,20561901,,30.415,13.904000000000003,4066,2024-09-05 14:21:24,20.0,2024-09-05 14:25:04,683
168,3766,20561901,,18.96,13.904000000000003,4066,2024-09-05 14:21:24,20.0,2024-09-05 14:25:04,683
169,8201,20561897,,11.692,5.1824,3517,,25.0,2024-09-05 14:42:39,695
170,8201,20561897,,,5.1824,3517,,25.0,2024-09-05 14:42:39,695
171,8283,20561885,,5.135,85.00400000000002,2824,2024-09-05 14:17:19,20.0,2024-09-05 14:28:07,683
172,8283,20561885,,101.12,85.00400000000002,2824,2024-09-05 14:17:19,20.0,2024-09-05 14:28:07,683
173,5719,20561883,,43.45,34.760000000000005,852,2024-09-05 14:17:08,25.0,2024-09-05 14:51:40,683
174,8201,20561879,,26.07,11.85,1793,2024-09-05 14:19:51,20.0,2024-09-05 14:33:36,695
175,8201,20561879,,,11.85,1793,2024-09-05 14:19:51,20.0,2024-09-05 14:33:36,695
176,8201,20561879,,20.54,11.85,1793,2024-09-05 14:19:51,20.0,2024-09-05 14:33:36,695
177,8201,20561877,,27.65,,2156,2024-09-05 14:20:12,20.0,2024-09-05 14:33:26,695
178,8201,20561877,,24.49,,2156,2024-09-05 14:20:12,20.0,2024-09-05 14:33:26,695
179,8201,20561877,,29.23,,2156,2024-09-05 14:20:12,20.0,2024-09-05 14:33:26,695
180,8201,20561877,,5.135,,2156,2024-09-05 14:20:12,20.0,2024-09-05 14:33:26,695
181,8717,20561875,,8.69,1.738,3227,2024-09-05 14:16:54,10.0,2024-09-05 14:32:38,683
182,3766,20561863,,18.565,37.92000000000001,4167,2024-09-05 14:21:25,20.0,2024-09-05 14:25:10,683
183,3766,20561863,,28.835,37.92000000000001,4167,2024-09-05 14:21:25,20.0,2024-09-05 14:25:10,683
184,4755,20561859,,,48.664,2056,2024-09-05 14:15:22,20.0,2024-09-05 14:34:41,707
185,4755,20561859,,6.32,48.664,2056,2024-09-05 14:15:22,20.0,2024-09-05 14:34:41,707
186,4755,20561859,,35.55,48.664,2056,2024-09-05 14:15:22,20.0,2024-09-05 14:34:41,707
187,3058,20561853,,90.85,45.425,1449,,25.0,2024-09-05 14:36:20,683
188,3610,20561845,,12.64,53.720000000000006,5653,2024-09-05 14:17:06,20.0,2024-09-05 14:35:58,689
189,3610,20561845,,,53.720000000000006,5653,2024-09-05 14:17:06,20.0,2024-09-05 14:35:58,689
190,3610,20561845,,11.85,53.720000000000006,5653,2024-09-05 14:17:06,20.0,2024-09-05 14:35:58,689
191,3219,20561837,,47.4,68.256,3712,2024-09-05 14:13:26,35.0,,685
192,3219,20561837,,37.92,68.256,3712,2024-09-05 14:13:26,35.0,,685
193,5212,20561835,,22.91,,7321,2024-09-05 14:13:03,15.0,2024-09-05 14:20:29,683
194,3141,20561833,,11.85,11.06,4995,2024-09-05 14:16:42,15.0,2024-09-05 14:36:03,695
195,3141,20561833,,15.8,11.06,4995,2024-09-05 14:16:42,15.0,2024-09-05 14:36:03,695
196,3141,20561833,,27.65,11.06,4995,2024-09-05 14:16:42,15.0,2024-09-05 14:36:03,695
197,4755,20561831,,13.43,12.956,2996,2024-09-05 14:12:56,15.0,,707
198,4755,20561831,,51.35,12.956,2996,2024-09-05 14:12:56,15.0,,707
199,3503,20561823,,5.53,64.464,2988,2024-09-05 14:13:26,25.0,2024-09-05 14:27:35,683
200,3503,20561823,,5.53,64.464,2988,2024-09-05 14:13:26,25.0,2024-09-05 14:27:35,683
201,3503,20561823,,24.49,64.464,2988,2024-09-05 14:13:26,25.0,2024-09-05 14:27:35,683
202,3503,20561823,,45.03,64.464,2988,2024-09-05 14:13:26,25.0,2024-09-05 14:27:35,683
203,8283,20561819,,28.44,101.436,11468,2024-09-05 14:14:39,25.0,2024-09-05 14:34:27,683
204,8283,20561819,,28.045,101.436,11468,2024-09-05 14:14:39,25.0,2024-09-05 14:34:27,683
205,8283,20561819,,17.38,101.436,11468,2024-09-05 14:14:39,25.0,2024-09-05 14:34:27,683
206,8283,20561819,,17.38,101.436,11468,2024-09-05 14:14:39,25.0,2024-09-05 14:34:27,683
207,8283,20561819,,35.55,101.436,11468,2024-09-05 14:14:39,25.0,2024-09-05 14:34:27,683
208,3754,20561809,,10.27,48.585,6150,2024-09-05 14:13:23,30.0,2024-09-05 14:39:21,709
209,3754,20561809,,,48.585,6150,2024-09-05 14:13:23,30.0,2024-09-05 14:39:21,709
210,3754,20561809,,24.49,48.585,6150,2024-09-05 14:13:23,30.0,2024-09-05 14:39:21,709
211,3754,20561809,,,48.585,6150,2024-09-05 14:13:23,30.0,2024-09-05 14:39:21,709
212,3219,20561771,,11.85,26.07,1223,2024-09-05 14:09:50,35.0,2024-09-05 14:31:57,685
213,3219,20561771,,12.64,26.07,1223,2024-09-05 14:09:50,35.0,2024-09-05 14:31:57,685
214,3219,20561771,,27.65,26.07,1223,2024-09-05 14:09:50,35.0,2024-09-05 14:31:57,685
215,3766,20561763,,40.685,63.7925,3319,2024-09-05 14:09:21,20.0,2024-09-05 14:21:03,683
216,3766,20561763,,27.65,63.7925,3319,2024-09-05 14:09:21,20.0,2024-09-05 14:21:03,683
217,3766,20561763,,40.685,63.7925,3319,2024-09-05 14:09:21,20.0,2024-09-05 14:21:03,683
218,3766,20561763,,18.565,63.7925,3319,2024-09-05 14:09:21,20.0,2024-09-05 14:21:03,683
219,3141,20561753,,11.85,17.38,2544,2024-09-05 14:08:14,15.0,2024-09-05 14:22:43,695
220,3141,20561753,,22.91,17.38,2544,2024-09-05 14:08:14,15.0,2024-09-05 14:22:43,695
221,3503,20561751,,39.5,18.328,6945,2024-09-05 14:09:11,25.0,2024-09-05 14:27:31,683
222,3503,20561751,,31.6,18.328,6945,2024-09-05 14:09:11,25.0,2024-09-05 14:27:31,683
223,3503,20561751,,20.54,18.328,6945,2024-09-05 14:09:11,25.0,2024-09-05 14:27:31,683
224,3063,20561749,,94.8,18.96,7310,2024-09-05 14:13:56,25.0,2024-09-05 14:28:36,683
225,5212,20561709,,22.91,9.954,10702,2024-09-05 14:05:21,15.0,2024-09-05 14:15:06,683
226,5212,20561709,,,9.954,10702,2024-09-05 14:05:21,15.0,2024-09-05 14:15:06,683
227,5212,20561709,,15.01,9.954,10702,2024-09-05 14:05:21,15.0,2024-09-05 14:15:06,683
228,5377,20561707,,54.51,13.746000000000002,2156,2024-09-05 14:04:31,20.0,2024-09-05 14:32:25,683
229,5377,20561707,,14.22,13.746000000000002,2156,2024-09-05 14:04:31,20.0,2024-09-05 14:32:25,683
230,3902,20561697,,30.81,21.33,2975,2024-09-05 14:08:04,25.0,2024-09-05 14:19:58,683
231,3902,20561697,,11.85,21.33,2975,2024-09-05 14:08:04,25.0,2024-09-05 14:19:58,683
232,5853,20561695,,43.45,,1482,2024-09-05 14:04:38,15.0,2024-09-05 14:12:21,707
233,5212,20561675,,22.91,18.328,1259,2024-09-05 14:01:50,15.0,2024-09-05 14:14:59,683
234,3239,20561669,,25.28,12.64,3384,2024-09-05 14:05:52,10.0,2024-09-05 14:24:27,683
235,6483,20561665,,45.82,,1645,2024-09-05 14:02:22,10.0,2024-09-05 14:13:48,707
236,6579,20561661,,47.4,,8093,2024-09-05 14:01:20,20.0,2024-09-05 14:11:33,683
237,6579,20561639,,39.5,18.012,2667,2024-09-05 13:59:32,25.0,2024-09-05 14:29:40,683
238,6579,20561639,,12.64,18.012,2667,2024-09-05 13:59:32,25.0,2024-09-05 14:29:40,683
239,6579,20561639,,12.64,18.012,2667,2024-09-05 13:59:32,25.0,2024-09-05 14:29:40,683
240,6579,20561639,,25.28,18.012,2667,2024-09-05 13:59:32,25.0,2024-09-05 14:29:40,683
241,9383,20561637,,23.7,39.816,630,2024-09-05 13:59:32,25.0,2024-09-05 14:15:43,695
242,9383,20561637,,26.07,39.816,630,2024-09-05 13:59:32,25.0,2024-09-05 14:15:43,695
243,3902,20561633,,8.295,14.299,1584,2024-09-05 13:58:43,35.0,2024-09-05 14:30:41,683
244,3902,20561633,,,14.299,1584,2024-09-05 13:58:43,35.0,2024-09-05 14:30:41,683
245,3902,20561633,,27.65,14.299,1584,2024-09-05 13:58:43,35.0,2024-09-05 14:30:41,683
246,3138,20561625,,,40.44800000000001,3018,2024-09-05 13:58:48,25.0,2024-09-05 14:27:14,695
247,3138,20561625,,11.06,40.44800000000001,3018,2024-09-05 13:58:48,25.0,2024-09-05 14:27:14,695
248,11087,20561607,,53.325,46.807500000000005,5688,2024-09-05 13:57:06,25.0,2024-09-05 14:26:37,683
249,11087,20561607,,40.29,46.807500000000005,5688,2024-09-05 13:57:06,25.0,2024-09-05 14:26:37,683
250,6483,20561603,,29.23,29.072000000000003,1292,2024-09-05 14:01:14,15.0,2024-09-05 14:05:35,707
251,6483,20561603,,,29.072000000000003,1292,2024-09-05 14:01:14,15.0,2024-09-05 14:05:35,707
252,3503,20561599,,,45.346,3791,2024-09-05 13:56:48,30.0,2024-09-05 14:17:25,683
253,3503,20561599,,20.54,45.346,3791,2024-09-05 13:56:48,30.0,2024-09-05 14:17:25,683
254,3503,20561599,,42.66,45.346,3791,2024-09-05 13:56:48,30.0,2024-09-05 14:17:25,683
255,3503,20561599,,45.03,45.346,3791,2024-09-05 13:56:48,30.0,2024-09-05 14:17:25,683
256,3503,20561599,,86.9,45.346,3791,2024-09-05 13:56:48,30.0,2024-09-05 14:17:25,683
257,3686,20561583,,8.69,62.01499999999999,5540,2024-09-05 13:55:23,25.0,,683
258,3686,20561583,,85.32,62.01499999999999,5540,2024-09-05 13:55:23,25.0,,683
259,3686,20561583,,30.02,62.01499999999999,5540,2024-09-05 13:55:23,25.0,,683
260,8283,20561581,,37.525,,3522,2024-09-05 13:56:01,20.0,2024-09-05 14:09:22,683
261,8283,20561581,,19.75,,3522,2024-09-05 13:56:01,20.0,2024-09-05 14:09:22,683
262,8283,20561581,,5.135,,3522,2024-09-05 13:56:01,20.0,2024-09-05 14:09:22,683
263,5567,20561579,,6.32,1.2640000000000002,8856,2024-09-05 13:55:13,30.0,2024-09-05 14:27:15,685
264,3981,20561577,,31.6,19.355000000000004,5961,2024-09-05 14:04:37,30.0,2024-09-05 14:35:06,695
265,3981,20561577,,29.23,19.355000000000004,5961,2024-09-05 14:04:37,30.0,2024-09-05 14:35:06,695
266,3981,20561577,,28.44,19.355000000000004,5961,2024-09-05 14:04:37,30.0,2024-09-05 14:35:06,695
267,3981,20561577,,7.505,19.355000000000004,5961,2024-09-05 14:04:37,30.0,2024-09-05 14:35:06,695
268,8201,20561573,,12.64,,1625,2024-09-05 13:57:13,25.0,2024-09-05 14:26:20,695
269,8201,20561573,,14.22,,1625,2024-09-05 13:57:13,25.0,2024-09-05 14:26:20,695
270,8201,20561573,,32.39,,1625,2024-09-05 13:57:13,25.0,2024-09-05 14:26:20,695
271,8201,20561573,,11.692,,1625,2024-09-05 13:57:13,25.0,2024-09-05 14:26:20,695
